ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,label,subject
-34.0,-36.0,-44.0,85.19,0.290656,32.16,1,S14
54.0,26.0,21.0,-1.75,0.095085,35.91,1,S2
62.0,0.0,12.0,12.97,0.189904,34.23,4,S2
-20.0,-6.0,-61.0,-60.42,0.120509,33.07,1,S4
-46.0,-43.0,-14.0,-46.59,0.279143,32.27,1,S14
56.0,22.0,17.0,14.09,0.223218,33.63,4,S2
-21.0,58.0,14.0,-3.6,0.34108,32.73,2,S3
-61.0,-19.0,-15.0,4.52,0.766526,33.45,1,S3
-4.0,-41.0,46.0,-15.63,2.21928,32.84,1,S3
37.0,38.0,35.0,15.34,0.652533,35.75,1,S2
-16.0,62.0,6.0,-3.81,0.3188,31.95,3,S14
49.0,20.0,-35.0,14.89,0.098929,35.66,1,S2
-63.0,-4.0,15.0,-34.7,0.402581,31.09,4,S3
-60.0,-6.0,18.0,-104.86,0.401299,31.09,4,S3
-45.0,-44.0,-12.0,-18.39,0.282981,32.25,1,S14
-50.0,7.0,41.0,-122.16,0.162722,32.77,3,S4
-34.0,-9.0,-54.0,29.04,0.148651,32.91,1,S4
-63.0,-43.0,-4.0,51.57,0.339268,32.66,2,S14
-64.0,-7.0,-12.0,6.31,0.183188,32.87,1,S4
-55.0,-25.0,18.0,19.17,0.179351,31.47,4,S4
-28.0,-41.0,-41.0,23.04,0.121788,33.0,1,S4
-25.0,-59.0,-8.0,-34.95,0.26763,32.25,1,S14
-45.0,-7.0,45.0,5.98,5.566257,32.53,1,S3
-65.0,-2.0,-2.0,-3.94,0.152488,32.91,4,S4
57.0,22.0,18.0,10.76,0.275753,33.66,4,S2
-63.0,2.0,17.0,-33.47,0.184468,31.43,4,S4
-32.0,46.0,-19.0,-70.69,2.306465,32.66,2,S4
-42.0,-2.0,48.0,2.69,0.401299,33.15,1,S3
-64.0,14.0,-5.0,-15.62,0.442299,30.67,4,S3
-24.0,-59.0,-8.0,21.41,0.26763,32.25,1,S14
-48.0,19.0,38.0,-258.85,0.206214,32.77,3,S4
-24.0,-59.0,-8.0,-9.38,0.270188,32.25,1,S14
-20.0,60.0,12.0,25.63,0.3188,31.99,3,S14
-22.0,60.0,12.0,-21.88,0.3188,31.97,3,S14
-18.0,61.0,11.0,-12.23,0.317521,31.87,3,S14
0.0,-58.0,24.0,3.2,1.017652,33.27,1,S3
-49.0,1.0,42.0,48.21,0.167838,32.84,3,S4
-31.0,56.0,9.0,5.24,2.592528,32.5,2,S3
-31.0,-48.0,27.0,8.27,0.330313,33.18,2,S14
-52.0,-1.0,40.0,22.12,0.169117,32.79,3,S4
13.0,9.0,58.0,-233.17,1.186948,35.77,1,S2
-20.0,60.0,7.0,75.94,2.126101,32.29,2,S4
16.0,-60.0,14.0,-0.6,1.124063,32.63,2,S2
-24.0,-59.0,-8.0,32.16,0.268909,32.27,1,S14
-56.0,7.0,31.0,-16.03,0.314962,31.71,4,S14
56.0,23.0,17.0,-28.62,0.174528,34.21,4,S2
-38.0,50.0,10.0,49.26,0.316242,31.83,3,S14
57.0,22.0,17.0,-1.45,0.266784,33.65,4,S2
-56.0,7.0,32.0,16.81,0.320079,31.69,4,S14
62.0,0.0,12.0,4.02,0.156589,34.63,4,S2
57.0,16.0,24.0,1.85,0.203999,35.77,1,S2
49.0,12.0,-37.0,20.09,0.102773,35.73,1,S2
-23.0,61.0,7.0,-65.76,2.520087,32.39,2,S4
-50.0,-38.0,17.0,-0.08,0.33671,33.21,2,S14
56.0,25.0,17.0,8.31,0.106617,35.89,1,S2
-46.0,45.0,11.0,-2.2,0.338518,30.93,4,S3
-34.0,54.0,10.0,-13.82,0.771582,32.53,2,S3
-64.0,-5.0,10.0,84.05,0.412831,31.03,4,S3
61.0,0.0,-14.0,-7.49,0.184779,34.18,3,S2
19.0,-57.0,21.0,-39.26,0.663996,33.73,2,S2
14.0,-59.0,16.0,61.07,1.007462,33.37,2,S2
-56.0,8.0,32.0,18.72,0.3188,31.71,4,S14
-65.0,-23.0,-10.0,-21.67,0.337989,32.75,2,S14
-54.0,4.0,36.0,-26.61,0.313683,32.5,4,S14
-61.0,-20.0,-8.0,6.98,0.730651,33.45,1,S3
-17.0,59.0,6.0,16.24,2.582766,32.65,2,S4
-19.0,61.0,10.0,198.89,2.204131,32.29,2,S4
57.0,16.0,21.0,-106.76,0.223218,35.75,1,S2
-34.0,-8.0,-54.0,-26.78,0.135859,32.89,1,S4
34.0,18.0,30.0,18.81,0.08996,35.63,1,S2
-49.0,-27.0,24.0,-10.12,2.144968,32.83,1,S3
3.0,-53.0,33.0,3.62,0.398737,30.89,3,S3
57.0,22.0,18.0,7.12,0.329569,33.71,4,S2
-64.0,14.0,-6.0,10.1,0.460237,30.55,4,S3
-43.0,-44.0,16.0,-5.89,0.311125,33.0,2,S14
-19.0,60.0,12.0,4.02,0.320079,31.97,3,S14
-61.0,-3.0,22.0,11.88,1.309877,32.83,1,S3
58.0,26.0,-8.0,22.76,0.095085,35.63,1,S2
-42.0,-2.0,48.0,-7.12,0.401299,33.13,1,S3
-55.0,-8.0,33.0,-26.88,4.160855,32.66,1,S3
-25.0,59.0,14.0,58.82,2.248902,32.66,2,S4
18.0,10.0,60.0,164.66,1.172853,35.75,1,S2
-56.0,8.0,31.0,-10.7,0.307287,31.65,4,S14
-56.0,8.0,33.0,8.81,0.3188,31.69,4,S14
-48.0,11.0,43.0,31.66,0.207493,32.65,1,S4
-50.0,-36.0,-21.0,-34.77,0.288098,32.09,1,S14
16.0,-59.0,14.0,35.58,1.086905,32.91,2,S2
-44.0,-22.0,46.0,-45.63,4.763755,32.65,1,S3
-54.0,4.0,35.0,2.57,0.306008,32.5,4,S14
-48.0,-23.0,5.0,-9.01,0.341827,32.75,2,S14
-34.0,-52.0,-12.0,-52.14,0.203655,32.73,1,S4
-34.0,-6.0,-55.0,30.2,0.115392,33.13,1,S4
-57.0,-33.0,4.0,-50.21,1.977123,32.83,1,S3
-46.0,-34.0,-26.0,27.02,0.33671,32.66,2,S14
-65.0,-2.0,-3.0,7.94,0.157605,32.87,4,S4
-30.0,56.0,10.0,-12.53,2.637371,32.07,2,S3
-60.0,-7.0,-25.0,-2.51,0.19598,32.84,1,S4
-53.0,4.0,36.0,-3.31,0.313683,32.5,4,S14
-21.0,-5.0,-61.0,21.16,0.11923,33.07,1,S4
-34.0,-8.0,-55.0,3.17,0.164001,32.89,1,S4
-26.0,59.0,21.0,24.89,2.154763,32.71,2,S4
-63.0,-8.0,14.0,23.32,2.082186,32.84,1,S3
-66.0,-1.0,-7.0,14.05,0.162722,32.81,4,S4
-54.0,4.0,35.0,14.84,0.317521,32.53,4,S14
-60.0,-19.0,-15.0,8.81,0.854932,33.29,1,S3
-46.0,45.0,9.0,1.61,0.334674,30.89,4,S3
-48.0,19.0,38.0,30.85,0.184468,32.77,3,S4
-65.0,0.0,-6.0,-23.32,0.151209,32.73,4,S4
-19.0,60.0,12.0,18.23,0.321359,31.95,3,S14
-39.0,-43.0,21.0,-5.03,0.346944,32.75,2,S14
-36.0,-47.0,-32.0,13.64,0.341827,32.75,2,S14
-21.0,64.0,3.0,94.18,2.521366,32.5,2,S4
-46.0,-26.0,-31.0,-24.32,0.350781,32.81,2,S14
-46.0,45.0,9.0,-4.12,0.33083,30.85,4,S3
54.0,11.0,-30.0,27.84,0.146339,35.95,1,S2
-31.0,-55.0,9.0,15.37,0.268909,32.21,1,S14
-26.0,59.0,8.0,-56.31,1.706853,32.73,2,S4
41.0,13.0,-45.0,18.36,0.114305,35.87,1,S2
24.0,57.0,13.0,40.83,0.230906,34.03,3,S2
-31.0,-7.0,-56.0,-19.62,0.11923,33.07,1,S4
-65.0,-2.0,-2.0,-51.52,0.152488,32.93,4,S4
62.0,0.0,12.0,15.18,0.173247,34.39,4,S2
-31.0,-55.0,12.0,-21.36,0.271468,32.18,1,S14
55.0,18.0,24.0,8.24,0.230906,35.75,1,S2
28.0,57.0,3.0,-32.11,0.297536,34.09,3,S2
-37.0,-7.0,-53.0,-10.13,0.308566,32.11,1,S14
-64.0,10.0,-7.0,-25.84,0.469206,30.49,4,S3
49.0,20.0,-35.0,8.99,0.096367,35.65,1,S2
41.0,37.0,32.0,17.56,0.529526,35.83,1,S2
-49.0,-35.0,-25.0,-15.33,0.286819,32.11,1,S14
-54.0,-27.0,22.0,-67.1,1.868703,32.81,1,S3
62.0,0.0,12.0,4.29,0.16684,34.55,4,S2
62.0,0.0,12.0,0.87,0.161715,34.61,4,S2
-61.0,-19.0,-15.0,1.15,0.857495,33.29,1,S3
-21.0,-6.0,-61.0,10.19,0.121788,33.05,1,S4
-37.0,-6.0,-52.0,-35.73,0.300891,32.18,1,S14
66.0,-8.0,-15.0,-45.22,0.346226,35.91,1,S2
62.0,0.0,12.0,18.74,0.161715,34.59,4,S2
-45.0,-7.0,45.0,-5.91,5.38099,32.53,1,S3
-50.0,-41.0,3.0,-24.8,0.289377,32.09,1,S14
-56.0,7.0,32.0,-2.29,0.316242,31.73,4,S14
54.0,11.0,-30.0,-26.12,0.141213,35.93,1,S2
-16.0,60.0,10.0,-69.35,2.531599,32.65,2,S4
-44.0,-44.0,17.0,-29.33,0.314962,32.99,2,S14
-46.0,-4.0,44.0,-8.97,0.393612,30.85,3,S3
-29.0,56.0,10.0,0.81,2.310249,32.0,2,S3
-63.0,14.0,-6.0,-0.99,0.453831,30.63,4,S3
-65.0,-2.0,-2.0,9.07,0.155047,32.91,4,S4
-65.0,0.0,-5.0,-30.51,0.153767,32.77,4,S4
-18.0,61.0,11.0,50.66,1.964925,32.27,2,S4
-37.0,-51.0,9.0,30.96,0.272747,32.25,1,S14
43.0,14.0,-44.0,30.34,0.116868,35.73,1,S2
59.0,0.0,-20.0,9.34,0.138651,34.11,3,S2
-56.0,7.0,31.0,11.83,0.317521,31.73,4,S14
-56.0,-34.0,-2.0,13.42,3.129812,32.83,1,S3
18.0,-52.0,27.0,-4.61,0.601244,33.23,1,S3
-36.0,-8.0,-53.0,-48.33,0.181909,32.89,1,S4
57.0,26.0,-7.0,-21.41,0.098929,35.65,1,S2
-52.0,1.0,38.0,-18.38,1.18047,32.99,1,S3
-55.0,-34.0,-9.0,18.8,0.295773,32.16,1,S14
-33.0,-9.0,-56.0,-75.57,0.156326,32.89,1,S4
-50.0,-1.0,41.0,-87.95,0.166559,32.81,3,S4
-61.0,-5.0,20.0,12.14,2.610465,32.75,1,S3
-45.0,-16.0,-30.0,31.39,4.117292,32.41,2,S3
-19.0,60.0,12.0,-1.87,0.3188,31.99,3,S14
25.0,-53.0,9.0,14.45,0.597367,33.91,2,S2
-50.0,41.0,0.0,8.95,3.632064,32.5,2,S3
-21.0,-11.0,-60.0,23.26,0.126905,32.97,1,S4
-44.0,-47.0,0.0,35.65,0.282981,32.27,1,S14
-34.0,-9.0,-54.0,-75.89,0.179351,32.91,1,S4
54.0,26.0,22.0,16.47,0.098929,35.93,1,S2
-56.0,7.0,31.0,-26.13,0.314962,31.73,4,S14
-46.0,-35.0,-27.0,4.46,0.290656,32.16,1,S14
-48.0,19.0,38.0,20.33,0.176793,32.77,3,S4
15.0,-59.0,16.0,-38.62,0.920263,33.5,2,S2
-44.0,19.0,43.0,40.92,0.172955,32.75,3,S4
-31.0,-55.0,7.0,-14.21,0.268909,32.21,1,S14
-33.0,-8.0,-55.0,37.49,0.138417,32.91,1,S4
-56.0,-35.0,-8.0,64.43,0.339268,32.77,2,S14
-46.0,-39.0,-25.0,20.65,0.285539,32.18,1,S14
-54.0,4.0,35.0,-33.5,0.311125,32.5,4,S14
-39.0,-49.0,-53.0,-18.22,0.33671,32.65,2,S14
-31.0,-8.0,-56.0,-66.52,0.120509,33.05,1,S4
-34.0,-10.0,-54.0,55.19,0.152488,32.89,1,S4
-20.0,-7.0,-61.0,-14.06,0.115392,33.05,1,S4
-63.0,-3.0,15.0,9.02,0.401299,31.09,4,S3
-37.0,56.0,-9.0,25.93,1.561027,32.75,2,S4
55.0,-7.0,37.0,20.08,0.136088,35.5,1,S2
-26.0,-54.0,-23.0,-15.03,0.290656,32.03,1,S14
-53.0,4.0,36.0,-1.16,0.314962,32.55,4,S14
-56.0,7.0,32.0,-10.73,0.316242,31.69,4,S14
-44.0,-39.0,-24.0,24.28,0.285539,32.23,1,S14
54.0,25.0,20.0,-25.01,0.470515,35.79,1,S2
-39.0,-51.0,-5.0,0.97,2.317937,32.71,1,S3
-56.0,7.0,31.0,4.84,0.314962,31.73,4,S14
-37.0,-8.0,-53.0,15.45,0.307287,32.18,1,S14
-53.0,-34.0,-15.0,14.38,0.281702,32.27,1,S14
-58.0,-7.0,-29.0,-39.29,0.108996,33.07,1,S4
-62.0,1.0,18.0,-9.41,0.192143,31.41,4,S4
-54.0,-24.0,45.0,-58.36,0.349502,32.87,2,S14
49.0,12.0,-37.0,9.66,0.106617,35.71,1,S2
-54.0,-46.0,-6.0,3.52,0.339268,32.75,2,S14
-63.0,-4.0,15.0,-17.7,0.402581,31.11,4,S3
-24.0,61.0,2.0,32.42,2.742968,32.66,2,S4
-17.0,61.0,9.0,124.09,1.984633,32.25,2,S4
-18.0,61.0,11.0,46.49,2.388332,32.37,2,S4
-48.0,-29.0,32.0,-9.55,4.651005,32.65,1,S3
57.0,23.0,17.0,21.67,0.251408,33.63,4,S2
-65.0,-1.0,-5.0,-27.98,0.151209,32.75,4,S4
15.0,-59.0,15.0,32.51,1.012588,32.99,2,S2
-65.0,-3.0,-2.0,30.13,0.152488,32.93,4,S4
62.0,0.0,-10.0,17.78,0.202717,34.18,3,S2
-33.0,-43.0,-35.0,7.68,0.286819,32.18,1,S14
-44.0,18.0,43.0,-2.99,0.174234,32.75,3,S4
-59.0,-3.0,31.0,21.5,0.685807,33.45,1,S3
-34.0,-6.0,-54.0,-52.49,0.115392,33.13,1,S4
65.0,2.0,31.0,9.41,0.242438,35.75,1,S2
21.0,-52.0,27.0,18.33,0.567931,33.16,1,S3
-33.0,-43.0,-35.0,3.57,0.286819,32.18,1,S14
-56.0,-4.0,31.0,7.14,1.371377,32.83,1,S3
-33.0,-9.0,-54.0,26.84,0.133301,32.93,1,S4
-21.0,60.0,6.0,-3.83,2.472757,32.68,2,S4
57.0,23.0,17.0,-20.72,0.216812,33.63,4,S2
16.0,-59.0,12.0,-8.72,1.234258,32.61,2,S2
-34.0,-8.0,-54.0,-7.21,0.108996,33.09,1,S4
-41.0,-49.0,-7.0,-93.97,0.288098,32.09,1,S14
-43.0,-1.0,47.0,8.57,0.362862,30.95,3,S3
-33.0,-46.0,28.0,27.51,0.326476,33.13,2,S14
-38.0,-52.0,5.0,-27.38,2.238499,32.79,1,S3
-20.0,60.0,12.0,1.67,0.320079,31.97,3,S14
-49.0,-40.0,-12.0,-51.43,0.30217,32.11,1,S14
16.0,-59.0,15.0,2.74,1.007462,33.18,2,S2
62.0,0.0,11.0,2.33,0.214249,34.09,4,S2
-37.0,-27.0,-44.0,-70.11,0.337989,32.66,2,S14
62.0,0.0,-16.0,97.83,0.183497,34.16,3,S2
-31.0,56.0,11.0,1.06,3.810078,32.16,2,S3
62.0,0.0,11.0,17.13,0.238594,33.99,4,S2
-22.0,-10.0,-60.0,14.32,0.128184,32.95,1,S4
-52.0,18.0,34.0,44.6,0.170397,32.77,3,S4
-22.0,60.0,8.0,68.61,2.241227,32.47,2,S4
15.0,-59.0,15.0,-2.03,0.958772,33.43,2,S2
-62.0,-11.0,9.0,8.07,6.587681,32.65,1,S3
62.0,0.0,12.0,-5.38,0.151464,34.63,4,S2
-51.0,16.0,35.0,67.3,0.170397,32.81,3,S4
15.0,-60.0,20.0,61.87,0.678091,33.75,2,S2
-46.0,45.0,9.0,0.87,0.325705,30.83,4,S3
-47.0,44.0,11.0,3.54,0.355174,30.99,4,S3
14.0,-60.0,15.0,13.15,0.884385,33.57,2,S2
-35.0,-41.0,-36.0,19.12,0.285539,32.18,1,S14
28.0,57.0,4.0,-8.91,0.286004,34.09,3,S2
61.0,0.0,-13.0,-95.68,0.211686,34.27,3,S2
-23.0,-11.0,-59.0,3.49,0.126905,32.97,1,S4
49.0,12.0,-38.0,-44.19,0.102773,35.73,1,S2
-33.0,-42.0,-35.0,-35.97,0.286819,32.15,1,S14
15.0,-59.0,10.0,2.36,0.61915,33.87,2,S2
55.0,23.0,22.0,2.72,0.142495,35.89,1,S2
-30.0,62.0,7.0,8.11,0.321359,32.0,3,S14
-2.0,-53.0,34.0,-28.97,0.406424,30.71,3,S3
-48.0,-4.0,41.0,-20.88,0.385924,30.83,3,S3
63.0,1.0,10.0,10.62,0.305224,34.09,4,S2
12.0,-59.0,14.0,-1.92,0.994649,33.37,2,S2
-30.0,57.0,10.0,-0.02,2.488746,32.03,2,S3
-47.0,0.0,43.0,7.87,0.373112,30.97,3,S3
-37.0,53.0,10.0,-28.91,0.314962,31.85,3,S14
-37.0,-8.0,-52.0,34.81,0.308566,32.15,1,S14
-43.0,-2.0,48.0,6.54,0.380799,33.11,1,S3
63.0,0.0,-5.0,13.15,0.18606,34.33,3,S2
-17.0,-8.0,-62.0,-5.1,0.123067,33.07,1,S4
-54.0,-9.0,-29.0,4.52,3.564157,32.47,2,S3
-14.0,70.0,14.0,10.62,0.314962,31.99,3,S14
-64.0,0.0,11.0,17.46,0.281702,32.25,1,S14
-68.0,-1.0,-7.0,20.89,0.160163,32.81,4,S4
-54.0,4.0,36.0,12.39,0.317521,32.55,4,S14
-50.0,0.0,41.0,-21.41,0.167838,32.79,3,S4
-49.0,-16.0,18.0,14.46,2.650184,32.79,1,S3
-30.0,-47.0,30.0,-4.94,0.332872,33.18,2,S14
-56.0,8.0,31.0,-10.33,0.312404,31.71,4,S14
62.0,0.0,11.0,12.21,0.252689,33.99,4,S2
57.0,23.0,17.0,14.92,0.171965,34.33,4,S2
-50.0,-36.0,9.0,-28.94,4.558755,32.68,1,S3
-54.0,29.0,20.0,-6.95,2.023008,32.71,2,S4
-40.0,-49.0,-24.0,10.21,0.343106,32.77,2,S14
-33.0,-54.0,8.0,-26.97,0.271468,32.27,1,S14
-16.0,62.0,8.0,-20.22,0.320079,31.95,3,S14
44.0,16.0,-42.0,-6.69,0.123275,35.59,1,S2
-65.0,0.0,8.0,14.61,0.193422,31.47,4,S4
-22.0,60.0,9.0,35.8,2.218202,32.27,2,S4
-55.0,-8.0,32.0,18.09,4.154449,32.66,1,S3
-29.0,57.0,14.0,-3.03,0.433331,32.61,2,S3
-29.0,57.0,9.0,-2.37,1.705983,31.93,2,S3
-33.0,-8.0,-55.0,33.47,0.138417,32.91,1,S4
-42.0,-35.0,-35.0,31.88,0.279143,32.09,1,S14
-15.0,62.0,5.0,2.17,0.3188,32.0,3,S14
52.0,25.0,25.0,4.66,0.723007,35.71,1,S2
-55.0,9.0,33.0,11.71,0.320079,31.67,4,S14
46.0,12.0,-45.0,141.85,0.10918,35.66,1,S2
56.0,25.0,17.0,-15.43,0.105336,35.89,1,S2
-55.0,-34.0,-5.0,15.37,3.508984,32.73,1,S3
54.0,26.0,21.0,19.21,0.095085,35.93,1,S2
-19.0,60.0,10.0,47.09,2.74778,32.45,2,S4
57.0,23.0,17.0,12.86,0.169403,34.33,4,S2
-17.0,-8.0,-62.0,-67.1,0.121788,33.07,1,S4
-20.0,-6.0,-61.0,36.58,0.121788,33.07,1,S4
54.0,26.0,20.0,13.81,0.491017,35.79,1,S2
-32.0,58.0,4.0,1.08,1.903296,31.93,2,S3
-32.0,-55.0,6.0,9.92,0.274026,32.21,1,S14
2.0,-53.0,34.0,-0.2,0.398737,30.89,3,S3
60.0,0.0,-21.0,-12.99,0.206561,34.29,3,S2
-47.0,-44.0,12.0,18.33,0.298332,33.0,2,S14
-32.0,-55.0,3.0,20.62,0.275305,32.23,1,S14
-61.0,1.0,20.0,14.9,0.188305,31.39,4,S4
-24.0,-59.0,8.0,18.19,0.288098,32.03,1,S14
-35.0,-10.0,-54.0,25.59,0.151209,32.89,1,S4
-32.0,-8.0,-56.0,-53.43,0.138417,32.91,1,S4
-44.0,-1.0,46.0,13.52,0.36158,30.97,3,S3
-61.0,-20.0,-9.0,1.62,0.710151,33.41,1,S3
-56.0,-31.0,9.0,4.12,1.759796,32.81,1,S3
-44.0,18.0,43.0,-25.72,0.172955,32.75,3,S4
-66.0,0.0,-5.0,-28.14,0.158884,32.79,4,S4
-55.0,-29.0,1.0,-41.29,0.348223,32.81,2,S14
-24.0,-56.0,19.0,-113.66,0.281702,32.09,1,S14
-56.0,-34.0,-3.0,8.23,3.277157,32.81,1,S3
-65.0,-3.0,-3.0,22.22,0.153767,32.93,4,S4
-64.0,13.0,-6.0,-2.69,0.458956,30.57,4,S3
15.0,-58.0,16.0,-3.69,0.913856,33.5,2,S2
-29.0,57.0,10.0,3.83,4.516474,32.29,2,S3
62.0,0.0,12.0,4.8,0.150183,34.63,4,S2
-54.0,4.0,36.0,19.12,0.314962,32.5,4,S14
-32.0,-55.0,3.0,27.19,0.263792,32.25,1,S14
-50.0,-48.0,-8.0,-105.28,0.337989,32.66,2,S14
65.0,2.0,4.0,285.42,0.123275,35.53,1,S2
-36.0,-22.0,47.0,-29.73,5.220832,32.59,1,S3
-20.0,-7.0,-61.0,15.11,0.114113,33.07,1,S4
-29.0,56.0,10.0,31.41,4.303361,32.47,2,S3
-43.0,-1.0,48.0,2.58,0.378237,33.13,1,S3
-15.0,64.0,4.0,-64.42,2.342282,32.65,2,S4
-27.0,59.0,-2.0,43.56,2.497367,32.55,2,S4
-43.0,0.0,47.0,7.64,0.370549,30.95,3,S3
-19.0,-11.0,-61.0,-61.01,0.125626,32.99,1,S4
-64.0,13.0,-5.0,1.33,0.449987,30.63,4,S3
-33.0,-54.0,8.0,17.95,0.271468,32.27,1,S14
-51.0,21.0,35.0,32.91,0.197259,32.79,3,S4
-15.0,61.0,13.0,65.62,2.155522,32.34,2,S4
-65.0,-3.0,-3.0,-51.93,0.151209,32.95,4,S4
-52.0,44.0,1.0,86.24,2.074175,32.71,2,S4
-38.0,-7.0,-54.0,1.49,0.309845,32.11,1,S14
-66.0,-1.0,0.0,15.93,0.152488,32.95,4,S4
-20.0,62.0,5.0,29.97,2.461245,32.39,2,S4
-47.0,45.0,5.0,0.09,0.33083,30.83,4,S3
-41.0,-5.0,48.0,-12.52,2.091155,32.81,1,S3
-52.0,-38.0,-5.0,-1.6,0.286819,32.11,1,S14
-64.0,-1.0,8.0,2.42,0.281702,32.25,1,S14
-43.0,-48.0,-8.0,28.37,0.308566,32.21,1,S14
-65.0,-2.0,-2.0,17.16,0.14993,32.91,4,S4
-46.0,-37.0,-26.0,8.57,0.290656,32.18,1,S14
-32.0,-55.0,4.0,20.37,0.274026,32.23,1,S14
46.0,35.0,27.0,22.9,0.125837,35.89,1,S2
54.0,23.0,23.0,9.67,0.14762,35.89,1,S2
-61.0,2.0,20.0,2.61,0.197259,31.41,4,S4
-65.0,2.0,-5.0,9.78,0.152488,32.75,4,S4
-65.0,-2.0,-2.0,29.23,0.151209,32.95,4,S4
-48.0,19.0,38.0,38.31,0.184468,32.77,3,S4
-33.0,-9.0,-54.0,-58.61,0.18063,32.89,1,S4
-33.0,-9.0,-55.0,-60.72,0.139696,32.89,1,S4
57.0,23.0,17.0,17.74,0.207842,33.63,4,S2
-60.0,-25.0,-5.0,7.93,1.042094,33.23,1,S3
-52.0,-1.0,38.0,7.1,0.4628,33.18,1,S3
-21.0,-6.0,-61.0,20.35,0.117951,33.07,1,S4
18.0,-59.0,13.0,14.54,1.165066,32.59,2,S2
-48.0,18.0,39.0,-11.57,0.175513,32.77,3,S4
-33.0,-37.0,-32.0,8.21,0.339268,32.68,2,S14
-62.0,7.0,9.0,3.04,0.350781,32.87,2,S14
-61.0,-19.0,-15.0,0.51,0.828026,33.29,1,S3
-46.0,45.0,9.0,1.52,0.329549,30.85,4,S3
9.0,-56.0,25.0,-38.73,0.592275,33.16,1,S3
-33.0,-10.0,-57.0,-70.67,0.183188,32.89,1,S4
-45.0,45.0,11.0,4.1,0.339799,30.93,4,S3
-46.0,-40.0,-21.0,18.13,0.285539,32.25,1,S14
37.0,38.0,35.0,5.73,0.652533,35.75,1,S2
-44.0,0.0,46.0,1.73,0.367987,30.95,3,S3
-64.0,13.0,-5.0,-8.23,0.457675,30.59,4,S3
-22.0,60.0,11.0,-9.93,0.320079,31.99,3,S14
62.0,1.0,11.0,0.62,0.209124,34.13,4,S2
62.0,0.0,12.0,-33.54,0.169403,34.47,4,S2
-21.0,-12.0,-60.0,38.18,0.128184,32.97,1,S4
-37.0,-6.0,-53.0,-61.66,0.312404,32.11,1,S14
-65.0,-4.0,10.0,-6.32,1.552233,32.84,1,S3
-22.0,-5.0,-60.0,33.87,0.121788,33.07,1,S4
-36.0,59.0,-6.0,122.75,2.517833,32.57,2,S4
-44.0,18.0,43.0,42.85,0.172955,32.79,3,S4
62.0,0.0,12.0,-12.67,0.148901,34.61,4,S2
-45.0,-44.0,12.0,15.92,0.298332,32.97,2,S14
-65.0,0.0,5.0,0.08,0.187026,31.47,4,S4
-48.0,-37.0,-26.0,-4.17,0.286819,32.09,1,S14
-17.0,62.0,7.0,10.85,2.772084,32.43,2,S4
62.0,0.0,12.0,-31.98,0.154027,34.61,4,S2
-64.0,14.0,-4.0,9.08,0.443581,30.65,4,S3
18.0,-59.0,12.0,5.5,0.552521,33.79,2,S2
15.0,-59.0,14.0,39.75,1.012588,33.07,2,S2
55.0,24.0,22.0,14.95,0.154027,35.89,1,S2
-55.0,-3.0,33.0,11.67,0.446143,33.16,1,S3
56.0,25.0,17.0,12.35,0.107899,35.89,1,S2
-45.0,-45.0,13.0,-20.25,0.311125,33.13,2,S14
-32.0,-10.0,54.0,-17.05,5.329739,32.57,1,S3
-45.0,-43.0,-18.0,21.34,0.280422,32.23,1,S14
-33.0,-8.0,-55.0,-0.65,0.135859,32.91,1,S4
57.0,22.0,17.0,1.48,0.232188,33.63,4,S2
-56.0,7.0,31.0,-3.21,0.317521,31.73,4,S14
-54.0,-35.0,-7.0,-11.7,0.294494,32.18,1,S14
15.0,-59.0,15.0,-16.46,1.017713,33.39,2,S2
-64.0,-4.0,12.0,-249.99,1.298345,32.87,1,S3
-54.0,5.0,36.0,11.44,0.3188,32.45,4,S14
-39.0,-29.0,-19.0,0.68,0.281702,32.11,1,S14
-53.0,4.0,36.0,6.03,0.316242,32.55,4,S14
-46.0,-42.0,-16.0,-1.65,0.28426,32.25,1,S14
9.0,-55.0,27.0,-18.02,0.371831,30.89,3,S3
5.0,-54.0,34.0,-0.16,0.406424,30.91,3,S3
54.0,24.0,22.0,8.23,0.155308,35.89,1,S2
16.0,-59.0,15.0,-9.56,0.861321,33.59,2,S2
-45.0,-9.0,47.0,16.88,5.428396,32.57,1,S3
-17.0,62.0,11.0,-140.76,2.276285,32.23,2,S4
-54.0,-4.0,35.0,1.01,0.407706,33.16,1,S3
-48.0,19.0,39.0,3.01,0.171676,32.77,3,S4
-64.0,13.0,-5.0,8.81,0.446143,30.65,4,S3
-59.0,-13.0,-13.0,154.54,0.10388,33.07,1,S4
-42.0,-2.0,48.0,6.02,0.391049,33.15,1,S3
-49.0,-2.0,41.0,-46.05,0.393612,30.75,3,S3
-37.0,52.0,10.0,5.07,0.314962,31.85,3,S14
-65.0,0.0,6.0,18.91,0.187026,31.49,4,S4
-64.0,14.0,-5.0,7.07,0.458956,30.59,4,S3
-42.0,-2.0,48.0,3.04,0.405143,33.13,1,S3
39.0,37.0,33.0,-21.39,0.597436,35.79,1,S2
-32.0,-55.0,4.0,14.93,0.286819,32.05,1,S14
-49.0,-21.0,-39.0,-37.66,0.352061,32.79,2,S14
-18.0,60.0,12.0,6.55,0.320079,31.95,3,S14
